id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,cleaned_text,no_of_colon_marks,no_of_words,no_of_uppercase_words,user_has_url?
1187450785094782977,Hi! @PayMayaOfficial why does my account is still pending? You’ve said 24 hours eh for me to upgrade my acc. Before… https://t.co/7Lzu7EQgB1,2019-10-24 19:28:23,0,0,Twitter for iPhone,140,4167790754,totepsjonas,Sherwin Oable,2015-11-08 11:48:39,,2,3,,4,False,,"['Hi', '!', '@PayMayaOfficial', 'why', 'does', 'my', 'account', 'is', 'still', 'pending', '?', 'You', '’', 've', 'said', '24', 'hours', 'eh', 'for', 'me', 'to', 'upgrade', 'my', 'acc', '.', 'Before', '…', 'https://t.co/7Lzu7EQgB1']","['Hi', '!', '@PayMayaOfficial', 'account', 'still', 'pending', '?', '’', 'said', '24', 'hours', 'eh', 'upgrade', 'acc', '.', '…', 'https://t.co/7Lzu7EQgB1']",1,1,0,1,Hi  why does my account is still pending You’ve said 24 hours eh for me to upgrade my acc Before… ,0,21,6,No
1187429278687879169,@kimuraIock I said yes handsome,2019-10-24 18:02:56,0,0,Twitter for Android,31,713671856696508416,kais_,mnh🐝❄,2016-03-26 10:20:04,17 @icegallery_,824,305, France,4260,False,https://t.co/bkMaxp9WPd,"['@kimuraIock', 'I', 'said', 'yes', 'handsome']","['@kimuraIock', 'said', 'yes', 'handsome']",0,0,0,1, I said yes handsome,0,4,1,Yes
1187385032320569344,Tunisia's new president Kais Said begins term [Morning Call] https://t.co/vw9bd3cs1x https://t.co/7aVCNYE6W1,2019-10-24 15:07:06,0,0,dlvr.it,108,1878462302,AfricanPeacemag,African Peace,2013-09-18 07:23:17,"Peace, Freedom, Development!",151,672,Africa,29040,False,http://t.co/Yc8yM55SyZ,"[""Tunisia's"", 'new', 'president', 'Kais', 'Said', 'begins', 'term', '[', 'Morning', 'Call', ']', 'https://t.co/vw9bd3cs1x', 'https://t.co/7aVCNYE6W1']","[""Tunisia's"", 'new', 'president', 'Kais', 'Said', 'begins', 'term', '[', 'Morning', 'Call', ']', 'https://t.co/vw9bd3cs1x', 'https://t.co/7aVCNYE6W1']",0,0,0,0,Tunisia's new president Kais Said begins term [Morning Call] ,0,10,2,Yes
1187367384497053696,Tunisia’s newly-elected President Kais Saied said on Wednesday that #Palestine is #Engraved in the #Hearts of Tunis… https://t.co/RKZplP7SBK,2019-10-24 13:56:59,0,0,1buvtw,140,169137367,_1BUV,💥💥💥💥💥🔭🤖⓵ⒷⓊⓋ🌎📡💥💥💥💥💥,2010-07-21 16:51:57,𝙂𝙡𝙤𝙗𝙖𝙡 𝙉𝙚𝙬𝙨  🔊  #Corruption #Coverups #Dogmas  #Eco #Energy #Money #Politics #Philosophies #Protests #Psyops #Scandals #Wars,645,2553,👽 Earth 💫,7794,False,https://t.co/hTTVAxspTl,"['Tunisia', '’', 's', 'newly-elected', 'President', 'Kais', 'Saied', 'said', 'on', 'Wednesday', 'that', '#Palestine', 'is', '#Engraved', 'in', 'the', '#Hearts', 'of', 'Tunis', '…', 'https://t.co/RKZplP7SBK']","['Tunisia', '’', 'newly-elected', 'President', 'Kais', 'Saied', 'said', 'Wednesday', '#Palestine', '#Engraved', '#Hearts', 'Tunis', '…', 'https://t.co/RKZplP7SBK']",0,0,3,0,Tunisia’s newly-elected President Kais Saied said on Wednesday that Palestine is Engraved in the Hearts of Tunis… ,0,19,2,Yes
1187362983275646978,#Afrique Tunisia's new president Kais Said begins term [Morning Call] https://t.co/u0jZCWnnvg #Africa,2019-10-24 13:39:30,0,0,Twibble.io,101,2752949005,R2Pindex,R2PindexWorld,2014-08-21 19:25:25,An index for the International Community to intervene and act on the Responsibility To Protect In Africa,555,1,United States. Africa. Sweden,408226,False,https://t.co/MoumZK3WUP,"['#Afrique', ""Tunisia's"", 'new', 'president', 'Kais', 'Said', 'begins', 'term', '[', 'Morning', 'Call', ']', 'https://t.co/u0jZCWnnvg', '#Africa']","['#Afrique', ""Tunisia's"", 'new', 'president', 'Kais', 'Said', 'begins', 'term', '[', 'Morning', 'Call', ']', 'https://t.co/u0jZCWnnvg', '#Africa']",0,0,2,0,Afrique Tunisia's new president Kais Said begins term [Morning Call] Africa,0,12,2,Yes
1187168151752060928,"@deadendjustice9 @kittensaurusss @chrishansen Kais dad called the police on her, that’s what the person said in live chat",2019-10-24 00:45:18,0,6,Twitter for iPhone,121,2571976532,laineysucks,Lainey's scared,2014-06-17 01:38:15,💞@goanysucks💞 ⚠️commissions open ⚠️,277,66,,1889,False,,"['@deadendjustice9', '@kittensaurusss', '@chrishansen', 'Kais', 'dad', 'called', 'the', 'police', 'on', 'her', ',', 'that', '’', 's', 'what', 'the', 'person', 'said', 'in', 'live', 'chat']","['@deadendjustice9', '@kittensaurusss', '@chrishansen', 'Kais', 'dad', 'called', 'police', ',', '’', 'person', 'said', 'live', 'chat']",0,0,0,3,   Kais dad called the police on her that’s what the person said in live chat,0,16,2,No
1187116191086759937,"@StateDept @VOANews ""We were impressed with Tunisia’s independent elections commission, which increased voter confi… https://t.co/kbsFn327YH",2019-10-23 21:18:50,0,1,Twitter Web App,140,140901881,rongxiang,VOA Nike Ching 张蓉湘,2010-05-06 17:15:57,"State Department Correspondent of Voice of America @VOANews @SAISHopkins graduate, RT≠Endorsement 美国之音常驻国务院记者. 几个字，让您知晓天下大事",7454,1198,"Washington, DC",7751,False,https://t.co/UbP69Ynsk4,"['@StateDept', '@VOANews', '""', 'We', 'were', 'impressed', 'with', 'Tunisia', '’', 's', 'independent', 'elections', 'commission', ',', 'which', 'increased', 'voter', 'confi', '…', 'https://t.co/kbsFn327YH']","['@StateDept', '@VOANews', '""', 'impressed', 'Tunisia', '’', 'independent', 'elections', 'commission', ',', 'increased', 'voter', 'confi', '…', 'https://t.co/kbsFn327YH']",0,0,0,2,"  ""We were impressed with Tunisia’s independent elections commission which increased voter confi… ",0,13,4,Yes
1187103558187048963,""" There's no room for anyone to act above law ."" Kais Saied said in a speech after the swearing-in ceremony .",2019-10-23 20:28:38,0,0,Twitter for Android,109,245010639,Dmkt1,Dost Khan,2011-01-30 17:24:53,"Yeni Osmanlıcı ,💡, ❤Cumhurbaşkan💗@RT_Erdogan❤ Is My Leader !",1490,5001,,61918,False,,"['""', ""There's"", 'no', 'room', 'for', 'anyone', 'to', 'act', 'above', 'law', '.', '""', 'Kais', 'Saied', 'said', 'in', 'a', 'speech', 'after', 'the', 'swearing-in', 'ceremony', '.']","['""', ""There's"", 'room', 'anyone', 'act', 'law', '.', '""', 'Kais', 'Saied', 'said', 'speech', 'swearing-in', 'ceremony', '.']",0,0,0,0,""" There's no room for anyone to act above law "" Kais Saied said in a speech after the swearing-in ceremony ",0,21,4,No
1187092160446943233,"The message of His Majesty  Mohammed VI King of #Morocco to #Tunisian President Kais Said.
#Carthage #Tunisie… https://t.co/1ZnT7sShl7",2019-10-23 19:43:20,3,6,Twitter for Android,134,1044963947709976577,CarthageHanibal,Hannibal Barca 🇹🇳,2018-09-26 14:56:34,"War does not determine who is right, only who is left ! Long live Carthage !


- Retired Tunisian Military Officer",488,551,Carthage - Tunisia,330,False,,"['The', 'message', 'of', 'His', 'Majesty', 'Mohammed', 'VI', 'King', 'of', '#Morocco', 'to', '#Tunisian', 'President', 'Kais', 'Said', '.', '#Carthage', '#Tunisie', '…', 'https://t.co/1ZnT7sShl7']","['message', 'Majesty', 'Mohammed', 'VI', 'King', '#Morocco', '#Tunisian', 'President', 'Kais', 'Said', '.', '#Carthage', '#Tunisie', '…', 'https://t.co/1ZnT7sShl7']",0,0,4,0,"The message of His Majesty  Mohammed VI King of Morocco to Tunisian President Kais Said
Carthage Tunisie… ",0,17,3,No
1187086181088948224,"My boyfriend sent me this photo and I edited it, added stickers and stuff. He tucked in my babies and Kuma. I feel… https://t.co/BMqwkc4EuV",2019-10-23 19:19:35,0,11,Twitter for Android,139,1044264519181131776,NamiTeruzaki,Nami.なみ,2018-09-24 16:37:17,"카이🐻カイはだいすきです💛
Other SNS: 
☆IG and FB: Nami.Teruzaki
☆Zomato: Nami Teruzaki
***
Hangry person. Loves bears. 🐻 Kim Jongin is life.",172,337,"Tulsa, OK",6495,False,https://t.co/YVBYcOUnrN,"['My', 'boyfriend', 'sent', 'me', 'this', 'photo', 'and', 'I', 'edited', 'it', ',', 'added', 'stickers', 'and', 'stuff', '.', 'He', 'tucked', 'in', 'my', 'babies', 'and', 'Kuma', '.', 'I', 'feel', '…', 'https://t.co/BMqwkc4EuV']","['boyfriend', 'sent', 'photo', 'edited', ',', 'added', 'stickers', 'stuff', '.', 'tucked', 'babies', 'Kuma', '.', 'feel', '…', 'https://t.co/BMqwkc4EuV']",0,0,0,0,My boyfriend sent me this photo and I edited it added stickers and stuff He tucked in my babies and Kuma I feel… ,0,23,6,Yes
1187085575293145094,On god if Kais said doesn’t free Palestine 🤬,2019-10-23 19:17:10,0,1,Twitter for iPhone,44,2756906129,lanumoon,lina🦋,2014-08-31 08:57:12,This is for you big daddy ا Free Palestine ا ⵣ,928,111,FreePalestine//blm. ••••,21467,False,,"['On', 'god', 'if', 'Kais', 'said', 'doesn', '’', 't', 'free', 'Palestine', '🤬']","['god', 'Kais', 'said', '’', 'free', 'Palestine', '🤬']",0,0,0,0,On god if Kais said doesn’t free Palestine 🤬,0,9,2,No
1187076153607147522,Lol I only did it cause Kais said he wanted to watch me play fifa but shiiii I guess so 😅😅💀 https://t.co/cNzQJ8iMdw,2019-10-23 18:39:44,0,1,Twitter for iPhone,115,3754093634,LordOkazaki,ً,2015-10-02 02:03:30,Look! There is nothing in my heart! I don't even feel pain!! | #NoSleepWeebs #CobraKai #BlueLanternCorps,522,710,Halloweentown,38047,False,,"['Lol', 'I', 'only', 'did', 'it', 'cause', 'Kais', 'said', 'he', 'wanted', 'to', 'watch', 'me', 'play', 'fifa', 'but', 'shiiii', 'I', 'guess', 'so', '😅', '😅', '💀', 'https://t.co/cNzQJ8iMdw']","['Lol', 'cause', 'Kais', 'said', 'wanted', 'watch', 'play', 'fifa', 'shiiii', 'guess', '😅', '😅', '💀', 'https://t.co/cNzQJ8iMdw']",0,0,0,0,Lol I only did it cause Kais said he wanted to watch me play fifa but shiiii I guess so 😅😅💀 ,0,20,5,No
1187066317578354701,"#Tunisia: newly sworn-in President Kaïs Saïed went on Wednesday afternoon to the Martyrs' Square in Séjoumi, where… https://t.co/7zUTn8nHK0",2019-10-23 18:00:39,4,7,Twitter Web App,139,1107922323175297024,TapNewsAgency,TAP news agency,2019-03-19 08:30:40,TAP news agency... reliable source for timely news,1425,103,"Tunis, Tunisia 🇹🇳",3232,False,https://t.co/ApOu0cORlo,"['#Tunisia', ':', 'newly', 'sworn-in', 'President', 'Kaïs', 'Saïed', 'went', 'on', 'Wednesday', 'afternoon', 'to', 'the', 'Martyrs', ""'"", 'Square', 'in', 'Séjoumi', ',', 'where', '…', 'https://t.co/7zUTn8nHK0']","['#Tunisia', ':', 'newly', 'sworn-in', 'President', 'Kaïs', 'Saïed', 'went', 'Wednesday', 'afternoon', 'Martyrs', ""'"", 'Square', 'Séjoumi', ',', '…', 'https://t.co/7zUTn8nHK0']",0,0,1,0,Tunisia newly sworn-in President Kaïs Saïed went on Wednesday afternoon to the Martyrs' Square in Séjoumi where… ,1,18,4,Yes
1187030999517093890,"#Tunisia: ""the harmonious hand-over ceremony is a sign of stability and continuity of the State, outgoing President… https://t.co/qJaF90Afxs",2019-10-23 15:40:18,2,0,Twitter for Android,140,1107922323175297024,TapNewsAgency,TAP news agency,2019-03-19 08:30:40,TAP news agency... reliable source for timely news,1425,103,"Tunis, Tunisia 🇹🇳",3232,False,https://t.co/ApOu0cORlo,"['#Tunisia', ':', '""', 'the', 'harmonious', 'hand-over', 'ceremony', 'is', 'a', 'sign', 'of', 'stability', 'and', 'continuity', 'of', 'the', 'State', ',', 'outgoing', 'President', '…', 'https://t.co/qJaF90Afxs']","['#Tunisia', ':', '""', 'harmonious', 'hand-over', 'ceremony', 'sign', 'stability', 'continuity', 'State', ',', 'outgoing', 'President', '…', 'https://t.co/qJaF90Afxs']",0,0,1,0,"Tunisia ""the harmonious hand-over ceremony is a sign of stability and continuity of the State outgoing President… ",1,18,4,Yes
1187029673831796737,Tunisia-Bochra Belhaj Hmida: President  Kais said has to review his attitude in regards to women inheritance https://t.co/XfOsuAORsI,2019-10-23 15:35:02,0,0,Facebook,132,226171563,TUNumerique,Tunisie Numérique,2010-12-13 14:12:36,Tunisie Numérique : La Tunisie à l'ère de la Démocratie,67407,1,Tunisie,76386,False,http://t.co/7msZoREuxv,"['Tunisia-Bochra', 'Belhaj', 'Hmida', ':', 'President', 'Kais', 'said', 'has', 'to', 'review', 'his', 'attitude', 'in', 'regards', 'to', 'women', 'inheritance', 'https://t.co/XfOsuAORsI']","['Tunisia-Bochra', 'Belhaj', 'Hmida', ':', 'President', 'Kais', 'said', 'review', 'attitude', 'regards', 'women', 'inheritance', 'https://t.co/XfOsuAORsI']",0,0,0,0,Tunisia-Bochra Belhaj Hmida President  Kais said has to review his attitude in regards to women inheritance ,1,17,1,Yes
1187017227435941888,"Tunisia, Tunis: During the swearing-in ceremony at the Tunisia Assembly of the Representatives of the People , 
the… https://t.co/xMunF1XxRP",2019-10-23 14:45:35,31,24,Twitter Web App,140,3852099016,MarwaLahouimel,Marwa,2015-10-03 11:52:48,"🇹🇳 Tunisian Translator                                                            
#GroupPalestine #قروب_فلسطيني  
 💕🇵🇸🇹🇳تغريداتي لفلسطين في الاعجاب💕",520,990,Tunisia,5649,False,,"['Tunisia', ',', 'Tunis', ':', 'During', 'the', 'swearing-in', 'ceremony', 'at', 'the', 'Tunisia', 'Assembly', 'of', 'the', 'Representatives', 'of', 'the', 'People', ',', 'the', '…', 'https://t.co/xMunF1XxRP']","['Tunisia', ',', 'Tunis', ':', 'swearing-in', 'ceremony', 'Tunisia', 'Assembly', 'Representatives', 'People', ',', '…', 'https://t.co/xMunF1XxRP']",0,0,0,0,"Tunisia Tunis During the swearing-in ceremony at the Tunisia Assembly of the Representatives of the People  
the… ",1,18,4,No
1186994972073046016,@FinallyKais Kais said it first.,2019-10-23 13:17:09,0,1,Twitter for Android,32,89717183,acmilan_eb,eazy,2009-11-13 15:05:22,Anti-social ambitionist • ACMilan • Sporting CP • KNVB,2748,771,"San Siro, Lombardia",37665,False,https://t.co/8Kjk5qU4Pv,"['@FinallyKais', 'Kais', 'said', 'it', 'first', '.']","['@FinallyKais', 'Kais', 'said', 'first', '.']",0,0,0,1, Kais said it first,0,4,1,Yes
1186991524191571968,"""We must restore confidence between the rulers and the governed,"" said Kais Saied in his inaugural address. 

https://t.co/MYYTHTdNfn",2019-10-23 13:03:27,1,4,Twitter Web App,133,878629695075606529,stephen_quillen,Stephen Quillen,2017-06-24 15:03:38,Tunis-based journalist with The Arab Weekly,153,405,"Tunis, Tunisia",50,False,,"['""', 'We', 'must', 'restore', 'confidence', 'between', 'the', 'rulers', 'and', 'the', 'governed', ',', '""', 'said', 'Kais', 'Saied', 'in', 'his', 'inaugural', 'address', '.', 'https://t.co/MYYTHTdNfn']","['""', 'must', 'restore', 'confidence', 'rulers', 'governed', ',', '""', 'said', 'Kais', 'Saied', 'inaugural', 'address', '.', 'https://t.co/MYYTHTdNfn']",0,0,0,0,"""We must restore confidence between the rulers and the governed"" said Kais Saied in his inaugural address 

",0,17,4,No
1186990660781576193,"Today, Kais Said was inaugurated president of #Tunisia, marking the country's first peaceful transfer of power betw… https://t.co/bMfwgiNN9s",2019-10-23 13:00:01,4,11,Twitter Media Studio,140,36761621,IRIglobal,IRI,2009-04-30 20:23:37,"The International Republican Institute is a nonprofit, nonpartisan organization committed to advancing freedom and democracy worldwide.",31538,6291,,33459,True,https://t.co/736U4e5bEa,"['Today', ',', 'Kais', 'Said', 'was', 'inaugurated', 'president', 'of', '#Tunisia', ',', 'marking', 'the', ""country's"", 'first', 'peaceful', 'transfer', 'of', 'power', 'betw', '…', 'https://t.co/bMfwgiNN9s']","['Today', ',', 'Kais', 'Said', 'inaugurated', 'president', '#Tunisia', ',', 'marking', ""country's"", 'first', 'peaceful', 'transfer', 'power', 'betw', '…', 'https://t.co/bMfwgiNN9s']",0,0,1,0,Today Kais Said was inaugurated president of Tunisia marking the country's first peaceful transfer of power betw… ,0,18,3,Yes
1186980350003699712,"im watching the kais said speech rn bc it’s lunch break, and erm, i just wanted to say im beyond proud. we are goin… https://t.co/cpuRku9qqF",2019-10-23 12:19:03,0,2,Twitter for iPhone,140,1080452041,happilysusanito,sau,2013-01-11 17:54:45,half italian – half tunisian | expresso yourself,3322,259,"London, England",111245,False,,"['im', 'watching', 'the', 'kais', 'said', 'speech', 'rn', 'bc', 'it', '’', 's', 'lunch', 'break', ',', 'and', 'erm', ',', 'i', 'just', 'wanted', 'to', 'say', 'im', 'beyond', 'proud', '.', 'we', 'are', 'goin', '…', 'https://t.co/cpuRku9qqF']","['im', 'watching', 'kais', 'said', 'speech', 'rn', 'bc', '’', 'lunch', 'break', ',', 'erm', ',', 'wanted', 'say', 'im', 'beyond', 'proud', '.', 'goin', '…', 'https://t.co/cpuRku9qqF']",0,0,0,0,im watching the kais said speech rn bc it’s lunch break and erm i just wanted to say im beyond proud we are goin… ,0,25,5,No
